,n1,n2,n3,n4,block_type,time
1329,17,29,53,13,1,1.2291011810302734
1330,4,15,54,16,1,0.9468657970428467
1331,10,39,121,6,1,1.7509596347808838
1332,4,29,157,3,1,1.8670718669891357
1333,8,40,165,8,1,2.1880223751068115
1334,10,8,11,9,0,0.4089484214782715
1335,2,17,90,5,1,1.1237611770629883
1336,19,22,49,17,1,1.1843845844268799
1337,4,47,149,17,1,2.1403746604919434
1338,3,10,12,14,0,0.42427921295166016
1339,2,32,201,14,1,2.392516613006592
1340,6,21,169,17,1,2.12070631980896
1341,8,14,27,1,1,0.6278109550476074
1342,18,47,145,7,1,2.152367353439331
1343,11,14,18,12,1,0.6671733856201172
1344,19,8,97,17,1,1.4801907539367676
1345,6,9,29,17,1,0.708660364151001
1346,14,32,190,5,1,2.3376145362854004
1347,7,35,16,10,1,0.780205488204956
1348,16,34,40,20,1,1.2054443359375
1349,17,11,39,6,1,0.811488151550293
1350,7,29,91,8,1,1.3684403896331787
1351,6,24,25,18,1,0.8280160427093506
1352,4,43,171,15,1,2.24977445602417
1353,11,38,213,13,1,2.701763153076172
1354,13,11,88,16,1,1.439680576324463
1355,13,34,204,2,1,2.4520795345306396
1356,3,34,134,1,1,1.6625699996948242
1357,13,16,17,4,1,0.5980856418609619
1358,8,47,77,7,1,2.0129570960998535
1359,8,22,116,14,1,1.5977458953857422
1360,14,24,128,12,1,1.7917506694793701
1361,11,25,21,1,1,0.6694715023040771
1362,14,21,96,2,1,1.3346261978149414
1363,13,46,11,20,1,1.032665491104126
1364,10,10,124,19,1,1.658076286315918
1365,16,13,84,1,1,1.1795837879180908
1366,8,9,44,15,1,0.8313994407653809
1367,5,29,115,11,1,1.5822157859802246
1368,11,43,19,5,1,0.8650531768798828
1369,3,27,38,17,1,0.9061679840087891
1370,12,20,90,10,1,1.360107183456421
1371,17,35,188,8,1,2.429386615753174
1372,15,12,10,13,1,0.6504666805267334
1373,19,27,75,18,1,1.4688684940338135
1374,7,22,169,4,1,1.95570707321167
1375,10,36,92,16,1,1.573941946029663
1376,18,24,35,12,1,0.9947631359100342
1377,20,40,171,7,1,2.3607614040374756
1378,10,46,121,2,1,1.7708115577697754
1379,3,15,82,7,1,1.0767741203308105
1380,16,34,144,10,1,2.015371799468994
1381,7,36,151,9,1,2.003934144973755
1382,6,1,3,6,0,0.21859002113342285
1383,4,13,133,17,1,1.6455705165863037
1384,14,36,186,8,1,2.42875075340271
1385,13,3,22,13,0,0.5598206520080566
1386,1,45,13,8,1,0.7203829288482666
1387,19,10,42,5,1,0.8443388938903809
1388,8,27,5,7,1,0.5564806461334229
1389,13,7,15,2,1,0.4626455307006836
1390,15,34,69,17,1,1.4110851287841797
1391,19,24,159,8,1,2.0828468799591064
1392,18,21,78,4,1,1.278151273727417
1393,1,21,19,5,1,0.5159029960632324
1394,11,30,69,15,1,1.3137187957763672
1395,2,5,99,3,1,1.058262825012207
1396,15,29,174,18,1,2.351317882537842
1397,5,23,45,13,1,0.940143346786499
1398,5,24,140,19,1,1.8713350296020508
1399,12,37,33,13,1,1.0491571426391602
1400,7,24,36,3,0,0.6295137405395508
1401,6,14,181,4,1,1.9648239612579346
1402,17,32,206,16,1,2.6734938621520996
1403,14,9,66,1,1,0.9901940822601318
1404,11,21,143,12,1,2.1477584838867188
1405,10,20,127,4,1,1.5776386260986328
1406,3,12,101,9,1,1.6431653499603271
1407,16,26,195,15,1,2.4718034267425537
1408,16,19,91,19,1,1.5188918113708496
1409,18,20,133,8,1,1.8138611316680908
1410,18,25,150,15,1,2.0920088291168213
1411,11,44,55,17,1,1.3479127883911133
1412,18,35,209,7,1,2.619370698928833
1413,19,26,24,16,1,0.9950392246246338
1414,12,22,191,7,1,2.2509326934814453
1415,13,17,23,19,0,0.7219648361206055
1416,6,39,142,13,1,1.978525161743164
1417,12,40,134,1,1,1.8315479755401611
1418,4,43,25,1,1,0.8016064167022705
1419,9,28,59,13,1,1.1347999572753906
1420,17,39,41,20,1,1.2733380794525146
1421,12,32,28,15,1,0.9758045673370361
1422,2,45,71,19,1,1.4010355472564697
1423,3,18,79,5,1,1.044212818145752
1424,4,15,93,13,1,1.2535395622253418
1425,6,25,86,14,1,1.3408889770507812
1426,10,4,151,20,1,1.8392517566680908
1427,17,12,115,20,1,1.7311913967132568
1428,4,10,84,4,1,1.0304419994354248
1429,11,38,82,5,1,1.3859541416168213
1430,2,14,176,19,1,2.030379295349121
1431,13,28,73,5,1,1.2355735301971436
1432,6,30,18,15,1,0.7777867317199707
1433,14,2,24,6,1,0.5556018352508545
1434,11,18,181,19,1,2.246490001678467
1435,20,32,100,5,1,1.6216819286346436
1436,8,6,28,15,1,0.6655693054199219
1437,13,5,206,1,1,2.1377615928649902
1438,20,46,87,20,1,1.8293592929840088
1439,8,6,62,16,1,0.976276159286499
1440,6,27,148,1,1,1.743408441543579
1441,19,37,190,5,1,2.4480350017547607
1442,5,16,205,19,1,2.4179868698120117
1443,12,39,21,2,1,0.8843593597412109
1444,1,27,35,20,1,0.8850502967834473
1445,12,20,113,19,1,1.658043622970581
1446,13,23,182,14,1,2.320970296859741
1447,2,47,138,4,1,1.858863353729248
1448,5,35,192,5,1,2.803366184234619
1449,7,19,101,12,1,1.4034278392791748
1450,4,45,44,16,1,1.1442899703979492
1451,6,27,20,12,1,0.7336208820343018
1452,6,12,183,14,1,2.0671470165252686
1453,13,31,10,10,1,0.762376070022583
1454,7,43,188,4,1,2.337043285369873
1455,3,7,24,13,0,0.4763798713684082
1456,5,34,119,1,1,1.5290732383728027
1457,18,8,120,19,1,1.7028412818908691
1458,4,9,173,2,1,1.8097856044769287
1459,1,44,176,4,1,2.1591367721557617
1460,14,7,23,5,0,0.49390363693237305
1461,5,43,206,13,1,2.610283613204956
1462,15,14,18,9,1,0.7069165706634521
1463,7,30,11,5,1,0.6074850559234619
1464,2,47,67,10,1,1.2867310047149658
1465,12,45,111,3,1,1.7079908847808838
1466,2,44,161,12,1,2.124542713165283
1467,15,42,135,8,1,1.9931776523590088
1468,2,30,120,18,1,1.681077480316162
1469,20,21,170,9,1,2.178759813308716
1470,5,33,35,8,1,0.8767244815826416
1471,17,41,68,17,1,1.5149071216583252
1472,14,15,130,6,1,1.6319308280944824
1473,7,21,190,18,1,2.31260347366333
1474,1,27,205,17,1,2.442331314086914
1475,10,4,135,11,1,1.6894752979278564
1476,5,2,56,20,1,0.8913679122924805
1477,6,28,211,4,1,2.3586792945861816
1478,11,36,49,18,1,1.2337517738342285
1479,14,44,176,7,1,2.3490326404571533
1480,7,28,167,3,1,1.987846851348877
1481,1,11,37,11,1,0.6721248626708984
1482,16,6,24,14,1,0.7160964012145996
1483,7,31,184,7,1,2.1976232528686523
1484,6,46,66,6,1,1.2726225852966309
1485,3,14,17,16,0,0.5157389640808105
1486,5,44,65,4,1,1.1916773319244385
1487,2,40,65,20,1,1.3022453784942627
1488,7,21,194,13,1,2.265183687210083
1489,11,10,63,1,1,0.9116270542144775
1490,17,43,15,2,1,0.8682725429534912
1491,3,42,10,15,1,1.042712688446045
1492,9,3,15,13,1,0.5998938083648682
1493,9,33,139,16,1,1.9330806732177734
1494,4,8,114,19,1,1.464155673980713
1495,2,38,104,7,1,1.5013103485107422
1496,9,34,213,17,1,2.6805641651153564
1497,19,38,57,15,1,1.428762435913086
1498,12,21,18,16,1,0.7943646907806396
1499,16,21,163,12,1,2.0942165851593018
1500,12,4,38,19,1,0.8486518859863281
1501,20,34,127,7,1,1.9036765098571777
1502,19,38,34,19,1,1.2359633445739746
1503,6,6,104,6,1,1.2063281536102295
1504,12,12,13,12,1,0.5988764762878418
1505,6,39,153,19,1,2.1631290912628174
1506,12,28,179,20,1,2.3934402465820312
1507,19,33,114,19,1,1.9605555534362793
1508,20,22,32,10,1,0.963695764541626
1509,2,5,152,17,1,1.7048940658569336
1510,5,23,18,19,0,0.6563355922698975
1511,14,39,55,5,1,1.1806492805480957
1512,17,37,44,15,1,1.2234976291656494
1513,10,34,211,9,1,2.5430397987365723
1514,4,18,132,17,1,1.7381722927093506
1515,11,20,27,17,1,0.8835978507995605
1516,16,23,109,14,1,1.6486339569091797
1517,9,30,155,5,1,1.9367926120758057
1518,9,10,111,16,1,1.4812054634094238
1519,19,23,206,3,1,2.4310009479522705
1520,19,21,6,4,0,0.5084288120269775
1521,4,45,59,7,1,1.1693451404571533
1522,4,45,119,10,1,1.7443788051605225
1523,6,37,181,12,1,2.302335739135742
1524,12,23,29,3,0,0.628913402557373
1525,5,13,80,1,1,0.9770123958587646
1526,5,31,87,9,1,1.3231616020202637
1527,3,40,103,5,1,1.48929762840271
1528,3,24,28,10,1,0.7166252136230469
1529,8,10,34,11,1,0.6891500949859619
1530,5,33,193,3,1,2.2231967449188232
1531,2,39,60,17,1,1.226653814315796
1532,17,31,141,12,1,1.9954290390014648
1533,17,29,170,4,1,2.1554715633392334
1534,15,29,48,10,1,1.122610092163086
1535,18,17,165,19,1,2.852771520614624
1536,10,41,92,18,1,1.661285161972046
1537,5,17,118,7,1,1.4711453914642334
1538,1,25,182,10,1,2.076167345046997
1539,14,29,6,5,1,0.6728801727294922
1540,2,45,151,12,1,2.0497841835021973
1541,18,45,56,4,1,1.3142399787902832
1542,17,23,180,14,1,2.312896490097046
1543,13,13,126,13,1,1.7117078304290771
1544,16,27,37,14,1,1.0608892440795898
1545,4,35,139,7,1,1.7888078689575195
1546,14,29,34,15,1,1.0221717357635498
1547,2,26,103,8,1,1.3611488342285156
1548,4,9,21,6,0,0.4020669460296631
1549,20,28,87,6,1,1.456629753112793
1550,2,12,2,20,0,0.41745758056640625
1551,16,19,21,11,0,0.6333863735198975
1552,5,8,209,3,1,2.1460072994232178
1553,17,19,52,12,1,1.0984747409820557
1554,5,20,80,4,1,1.0885493755340576
1555,18,3,25,19,1,0.7858791351318359
1556,8,6,207,4,1,2.167114496231079
1557,13,14,133,2,1,1.617471694946289
1558,16,7,68,16,1,1.1607697010040283
1559,8,43,105,12,1,1.6924457550048828
1560,8,36,34,19,1,1.0544376373291016
1561,6,3,11,20,0,0.45018982887268066
1562,5,45,55,3,1,1.1034352779388428
1563,17,33,174,9,1,2.298572063446045
1564,12,12,39,6,1,0.772850751876831
1565,3,47,164,15,1,2.232726573944092
1566,16,4,201,17,1,2.376844882965088
1567,1,24,179,18,1,2.2548067569732666
1568,19,27,27,15,1,1.049999475479126
1569,17,37,75,10,1,1.4475960731506348
1570,15,32,17,15,1,0.9202601909637451
1571,15,24,114,13,1,1.6675355434417725
1572,2,23,58,6,1,0.9000704288482666
1573,2,21,77,20,1,1.2149078845977783
1574,15,25,9,11,0,0.5812430381774902
1575,1,2,23,5,0,0.30310559272766113
1576,1,4,170,8,1,1.732309103012085
1577,3,20,73,11,1,1.1040639877319336
1578,12,5,43,20,1,0.8985211849212646
1579,8,46,89,10,1,1.5444307327270508
1580,9,13,22,3,0,0.44513630867004395
1581,20,18,20,6,1,0.7531073093414307
1582,3,33,130,11,1,1.737166166305542
1583,6,32,80,11,1,1.339010238647461
1584,4,22,185,7,1,2.1039090156555176
1585,13,17,67,11,1,1.1521358489990234
1586,1,13,135,14,1,1.6085450649261475
1587,8,40,65,12,1,1.291167974472046
1588,13,44,186,4,1,2.41707706451416
1589,15,21,114,7,1,1.5853345394134521
1590,18,39,154,18,1,2.276413917541504
1591,13,14,46,3,1,0.8355662822723389
1592,12,45,24,14,1,1.0357458591461182
1593,18,6,173,14,1,2.102797269821167
1594,19,14,127,4,1,1.658540964126587
1595,5,5,180,12,1,1.9432191848754883
1596,15,9,108,15,1,1.5041377544403076
1597,17,34,165,8,1,2.2085678577423096
1598,14,37,116,19,1,1.8884398937225342
1599,18,3,213,7,1,2.3809094429016113
1600,13,17,127,19,1,1.8010573387145996
1601,11,18,32,10,1,0.8233203887939453
1602,2,47,26,12,1,0.9250292778015137
1603,10,25,206,15,1,2.4921534061431885
1604,20,22,158,6,1,2.079219102859497
1605,6,28,100,16,1,1.5396678447723389
1606,17,34,138,14,1,2.0314693450927734
1607,8,4,81,17,1,1.1586527824401855
1608,9,32,9,2,1,0.6027064323425293
1609,14,4,34,19,0,0.7042350769042969
1610,19,27,8,18,1,0.8691754341125488
1611,15,12,16,14,0,0.5663032531738281
1612,20,9,182,17,1,2.272916316986084
1613,13,3,10,8,1,0.46468472480773926
1614,20,17,183,3,1,2.4811675548553467
1615,11,25,50,7,1,0.9942569732666016
1616,5,9,85,8,1,1.0669755935668945
1617,18,4,75,13,1,1.1685683727264404
1618,19,22,97,12,1,1.5590651035308838
1619,18,33,3,18,1,0.8656656742095947
1620,17,42,101,1,1,1.6134593486785889
1621,12,46,9,15,1,0.9319920539855957
1622,17,10,208,12,1,2.413241386413574
1623,8,43,51,12,1,1.2049028873443604
1624,16,40,54,3,1,1.1914517879486084
1625,17,6,38,11,0,0.6816620826721191
1626,3,5,43,4,1,0.5867884159088135
1627,11,8,206,9,1,2.3920176029205322
1628,1,46,128,6,1,1.7789478302001953
1629,9,33,28,16,1,0.9669218063354492
1630,15,5,186,9,1,2.0963048934936523
1631,12,14,9,2,1,0.479217529296875
1632,3,20,125,15,1,1.6178479194641113
1633,6,20,23,18,1,0.7666869163513184
1634,17,3,14,17,0,0.531212568283081
1635,11,27,33,17,1,0.9712300300598145
1636,5,17,15,3,1,0.4634249210357666
1637,4,38,57,10,1,1.1351573467254639
1638,4,31,119,9,1,1.6024236679077148
1639,2,41,205,4,1,2.417335033416748
1640,16,36,159,11,1,2.2357521057128906
1641,3,14,55,18,1,0.9703328609466553
1642,5,12,19,18,1,0.643883228302002
1643,19,14,194,15,1,2.379549503326416
1644,2,3,33,14,0,0.5440244674682617
1645,20,5,67,15,1,1.1681556701660156
1646,17,40,92,7,1,1.5924887657165527
1647,18,20,27,9,0,0.6963322162628174
1648,17,5,187,16,1,2.221454620361328
1649,11,18,29,14,0,0.7021596431732178
1650,1,43,86,10,1,1.3983049392700195
1651,19,42,6,4,1,0.8371338844299316
1652,5,25,151,6,1,1.7958390712738037
1653,16,20,37,13,0,0.8168339729309082
1654,13,47,48,3,1,1.1610827445983887
1655,10,43,4,20,1,0.8973572254180908
1656,14,28,37,1,1,0.8607420921325684
1657,6,10,35,18,0,0.6708245277404785
1658,17,25,189,11,1,2.3853888511657715
1659,12,18,209,3,1,2.34004807472229
1660,14,36,12,13,1,0.9220302104949951
1661,16,38,56,6,1,1.2386517524719238
1662,9,18,26,4,1,0.6364617347717285
1663,8,10,174,18,1,2.0525736808776855
1664,7,42,26,7,1,0.8910648822784424
1665,3,36,100,15,1,1.869704246520996
1666,13,27,160,10,1,2.0686721801757812
1667,9,22,159,7,1,1.9300172328948975
1668,7,27,10,18,1,0.7462186813354492
1669,16,37,187,3,1,2.37100887298584
1670,1,21,143,10,1,1.7145538330078125
1671,19,34,123,1,1,1.7735464572906494
1672,4,20,112,10,1,1.4439923763275146
1673,12,34,37,6,1,0.9667813777923584
1674,1,30,24,20,1,0.8284950256347656
1675,14,3,121,15,1,1.6462409496307373
1676,2,18,149,20,1,1.8606395721435547
1677,15,10,169,8,1,2.0078320503234863
1678,10,42,68,9,1,1.3444976806640625
1679,10,10,41,14,1,0.8310165405273438
1680,11,14,106,19,1,1.5330414772033691
1681,8,22,5,20,0,0.5718657970428467
1682,18,30,65,12,1,1.3197243213653564
1683,16,21,6,3,1,0.5817909240722656
1684,9,43,80,12,1,1.4748914241790771
1685,16,19,131,4,1,1.6988813877105713
1686,17,28,21,9,1,0.8677330017089844
1687,7,10,121,9,1,1.4679641723632812
1688,18,9,120,10,1,1.615997314453125
1689,11,11,19,2,1,0.5243830680847168
1690,2,30,15,16,1,0.7197494506835938
1691,18,38,145,4,1,2.027416706085205
1692,17,46,154,1,1,2.146122455596924
1693,9,14,212,7,1,2.327190637588501
1694,3,28,91,5,1,1.2860965728759766
1695,18,30,135,19,1,2.050220489501953
1696,15,24,107,18,1,1.6819052696228027
1697,2,38,144,14,1,1.946122169494629
1698,3,18,61,1,1,0.8349933624267578
1699,7,42,65,4,1,1.194608449935913
1700,15,35,207,13,1,2.7350635528564453
1701,9,11,9,4,0,0.3594636917114258
1702,3,10,153,15,1,1.7490594387054443
1703,10,20,201,6,1,2.3368303775787354
1704,18,20,116,9,1,1.6797561645507812
1705,9,17,25,16,1,0.7731118202209473
1706,2,43,32,1,1,0.8074557781219482
1707,20,32,166,6,1,2.222022533416748
1708,8,23,159,6,1,1.9231188297271729
1709,6,2,16,12,0,0.39953064918518066
1710,15,12,130,3,1,1.5880391597747803
1711,19,47,57,11,1,1.430957555770874
1712,5,25,5,6,0,0.4031047821044922
1713,18,39,167,17,1,2.4494850635528564
1714,7,39,99,16,1,1.6293470859527588
1715,4,29,203,7,1,2.3380160331726074
1716,19,12,47,11,1,0.9980514049530029
1717,17,13,200,3,1,2.2519500255584717
1718,1,35,94,19,1,1.5063509941101074
1719,4,37,38,6,1,0.895010232925415
1720,6,31,78,3,1,1.8378326892852783
1721,9,28,123,8,1,1.6635260581970215
1722,4,29,95,13,1,1.4164485931396484
1723,7,15,11,16,0,0.5049445629119873
1724,6,29,97,16,1,1.4861271381378174
1725,2,30,144,5,1,1.740910530090332
1726,14,26,66,2,1,1.1530137062072754
1727,16,26,87,4,1,1.3541109561920166
1728,3,11,110,15,1,1.3877208232879639
1729,18,26,197,13,1,2.5195558071136475
1730,19,34,193,17,1,2.6375787258148193
1731,17,14,151,8,1,1.9488461017608643
1732,3,3,55,9,1,0.7492051124572754
1733,1,4,207,4,1,2.0220322608947754
1734,10,7,152,10,1,1.804753065109253
1735,5,17,59,16,1,1.0415425300598145
1736,8,47,133,11,1,1.9556119441986084
1737,7,3,58,19,1,0.9544925689697266
1738,12,15,2,6,0,0.3554725646972656
1739,9,16,97,3,1,1.2400479316711426
1740,20,8,119,20,1,1.7069592475891113
1741,6,32,122,3,1,1.5904207229614258
1742,5,33,100,15,1,1.5268335342407227
1743,2,24,137,1,1,1.5630018711090088
1744,14,41,119,15,1,1.8926646709442139
1745,15,8,173,6,1,1.9833414554595947
1746,18,47,146,8,1,2.2041895389556885
1747,19,45,11,14,1,1.0293164253234863
1748,16,27,208,2,1,2.4459187984466553
1749,3,46,149,13,1,2.09002423286438
1750,3,32,128,19,1,1.8648028373718262
1751,20,3,9,4,1,0.4991323947906494
1752,1,31,90,15,1,1.3603014945983887
1753,13,45,160,3,1,2.1475210189819336
1754,8,29,210,11,1,2.5062649250030518
1755,3,5,186,19,1,2.095526933670044
1756,1,25,48,4,1,0.8725218772888184
1757,14,21,113,16,1,1.6508831977844238
1758,17,6,20,19,0,0.6373510360717773
1759,8,19,186,19,1,2.269899845123291
1760,18,14,136,4,1,1.7549402713775635
1761,13,44,55,20,1,2.1979057788848877
1762,17,25,155,20,1,2.2193081378936768
1763,16,22,49,19,1,1.1748886108398438
1764,11,3,213,6,1,2.2254090309143066
1765,14,34,203,17,1,2.6407864093780518
1766,18,41,161,7,1,2.323850393295288
1767,20,10,23,13,1,0.810316801071167
1768,8,26,51,13,1,1.0333664417266846
1769,16,8,26,14,1,0.7599341869354248
1770,20,3,117,5,1,1.4646189212799072
1771,8,36,175,6,1,2.168518304824829
1772,13,20,100,2,1,1.3674304485321045
1773,8,23,34,10,1,0.820570707321167
1774,6,1,8,20,0,0.41045403480529785
1775,12,15,35,20,0,0.7832779884338379
1776,15,47,84,19,1,1.7317218780517578
1777,10,30,82,20,1,1.4741630554199219
1778,18,33,184,13,1,2.4530751705169678
1779,7,32,116,1,1,1.534515142440796
1780,17,7,30,10,1,0.7616872787475586
1781,17,41,151,4,1,2.097445487976074
1782,15,39,61,16,1,1.4025075435638428
1783,5,36,60,6,1,1.1036386489868164
1784,6,28,32,1,1,0.7045192718505859
1785,12,3,86,3,1,1.0629124641418457
1786,9,9,54,1,1,0.756854772567749
1787,15,27,32,4,1,0.850419282913208
1788,18,17,90,13,1,1.4119439125061035
1789,18,14,210,19,1,2.6094815731048584
1790,2,35,172,10,1,2.1482157707214355
1791,12,43,74,10,1,1.5107934474945068
1792,1,27,96,6,1,1.2665283679962158
1793,14,30,89,11,1,1.4605674743652344
1794,7,26,78,11,1,1.2436978816986084
1795,20,10,213,1,1,2.3547470569610596
1796,12,12,69,1,1,0.9878170490264893
1797,17,11,77,4,1,1.1331491470336914
1798,9,21,211,7,1,2.3647913932800293
1799,9,1,31,2,0,0.4339742660522461
1800,16,41,150,3,1,2.0680415630340576
1801,12,16,72,9,1,1.1455457210540771
1802,13,20,151,15,1,1.9714031219482422
1803,5,13,38,2,1,0.6279218196868896
1804,4,11,22,8,1,0.514634370803833
1805,13,39,112,16,1,1.828564167022705
1806,6,3,187,14,1,2.49265193939209
1807,10,8,21,16,1,0.6938867568969727
1808,11,24,118,4,1,1.546741247177124
1809,5,18,191,13,1,2.1783251762390137
1810,1,45,141,20,1,2.094391345977783
1811,10,33,186,13,1,2.389812707901001
1812,15,12,125,18,1,1.7696454524993896
1813,16,10,95,3,1,1.271040916442871
1814,7,37,16,15,1,0.8434710502624512
1815,8,12,155,9,1,1.7885675430297852
1816,3,30,7,18,1,0.6871569156646729
1817,8,23,38,10,1,0.8526010513305664
1818,13,18,93,10,1,1.3659443855285645
1819,3,13,128,13,1,1.5447144508361816
1820,4,41,91,5,1,1.391242265701294
1821,20,36,176,11,1,2.405564308166504
1822,1,23,56,1,1,0.8369567394256592
1823,1,7,77,8,1,0.9343132972717285
1824,9,27,129,1,1,1.6199243068695068
1825,9,25,43,1,1,0.8195514678955078
1826,20,38,202,13,1,2.8145928382873535
1827,19,27,27,17,1,1.0428171157836914
1828,19,10,171,19,1,2.1989176273345947
1829,16,33,41,11,1,1.1077208518981934
1830,8,44,47,14,1,1.1961939334869385
1831,16,15,70,18,1,1.2830119132995605
1832,3,40,113,17,1,1.7413232326507568
1833,1,26,71,11,1,1.1108965873718262
1834,15,28,73,2,1,1.2265350818634033
1835,10,25,50,10,1,1.008814811706543
1836,14,3,107,20,1,1.5123672485351562
1837,3,45,144,9,1,1.9649317264556885
1838,13,22,140,7,1,1.8152997493743896
1839,8,25,67,1,1,1.034942388534546
1840,6,16,53,7,1,0.8514447212219238
1841,3,36,145,16,1,1.9559056758880615
1842,2,30,80,16,1,1.303511142730713
1843,19,20,147,8,1,1.9431183338165283
1844,9,2,34,19,0,0.6427795886993408
1845,18,16,60,9,1,1.1053135395050049
1846,3,33,131,18,1,1.825467824935913
1847,18,45,69,15,1,1.5572874546051025
1848,7,30,152,17,1,2.027074098587036
1849,11,35,8,8,1,0.7347283363342285
1850,20,5,157,1,1,1.8237779140472412
1851,3,5,70,16,1,1.4892616271972656
1852,6,44,196,18,1,2.5748701095581055
1853,5,21,58,2,1,0.8998677730560303
1854,3,43,99,17,1,1.6359689235687256
1855,4,26,60,11,1,1.050464391708374
1856,14,13,207,16,1,2.4509639739990234
1857,20,3,21,13,1,0.7295033931732178
1858,6,20,154,19,1,1.9698765277862549
1859,4,44,191,6,1,2.693449020385742
1860,14,13,161,12,1,2.017798662185669
1861,7,24,34,6,1,0.773118257522583
1862,5,41,165,7,1,2.0896098613739014
1863,15,21,19,17,0,0.7358098030090332
1864,15,31,77,10,1,1.38350248336792
1865,19,41,35,4,1,1.0766675472259521
1866,11,47,145,6,1,2.051265001296997
1867,14,17,32,15,1,0.8942360877990723
1868,7,27,30,15,1,0.8672776222229004
1869,12,42,211,4,1,2.61411452293396
1870,3,10,91,18,1,1.2798783779144287
1871,19,3,188,14,1,2.2366745471954346
1872,15,47,179,9,1,2.456406593322754
1873,6,8,182,1,1,2.2062606811523438
1874,1,42,180,6,1,2.186764717102051
1875,6,47,17,8,1,0.8669333457946777
1876,12,35,42,13,1,1.0961370468139648
1877,17,19,150,2,1,1.866051435470581
1878,5,32,67,19,1,1.286841630935669
1879,4,17,122,13,1,1.540485143661499
1880,3,4,198,3,1,1.9837384223937988
1881,4,3,111,10,1,1.2795751094818115
1882,10,22,91,13,1,1.3802859783172607
1883,2,17,130,17,1,1.6276507377624512
1884,4,4,151,18,1,1.7781436443328857
1885,19,21,82,12,1,1.4163806438446045
1886,10,32,46,16,1,1.1187705993652344
1887,11,46,110,16,1,1.8683784008026123
1888,3,21,9,17,0,0.5258917808532715
1889,19,21,160,4,1,2.014442205429077
1890,8,22,142,20,1,1.9449284076690674
1891,5,18,115,6,1,1.4316463470458984
1892,10,16,28,16,1,0.8146865367889404
1893,5,9,81,20,1,1.184565782546997
1894,16,31,169,10,1,2.2252140045166016
1895,2,22,7,9,0,0.42006635665893555
1896,7,46,4,6,1,0.7076773643493652
1897,6,35,62,8,1,1.133866310119629
1898,14,39,205,20,1,2.8551268577575684
1899,15,42,72,1,1,1.3643505573272705
1900,11,43,35,16,1,1.1299927234649658
1901,2,34,119,20,1,1.7399883270263672
1902,4,19,119,11,1,1.5158138275146484
1903,9,41,53,2,1,1.0960774421691895
1904,1,24,159,7,1,1.842451810836792
1905,10,26,67,20,1,1.320469856262207
1906,7,21,103,14,1,1.457899808883667
1907,18,20,9,2,0,0.467118501663208
1908,12,23,56,10,1,1.063659429550171
1909,9,36,168,13,1,2.223154067993164
1910,20,23,110,6,1,1.6284081935882568
1911,19,43,129,19,1,2.148754119873047
1912,14,27,122,3,1,1.6568844318389893
1913,3,22,102,15,1,1.4115662574768066
1914,14,6,84,14,1,1.2371678352355957
1915,1,40,199,4,1,2.3066413402557373
1916,5,36,40,8,1,0.9505553245544434
1917,19,31,144,15,1,2.090419054031372
1918,1,39,133,3,1,1.6984446048736572
1919,12,37,197,19,1,2.6348485946655273
1920,16,22,136,20,1,2.0054562091827393
1921,3,33,47,8,1,0.9910130500793457
1922,20,18,154,8,1,2.016443967819214
1923,3,2,97,8,1,1.1196694374084473
1924,8,15,158,8,1,1.8383684158325195
1925,3,21,90,19,1,1.3615479469299316
1926,8,39,72,7,1,1.2885322570800781
1927,5,13,193,17,1,2.520827054977417
1928,3,43,83,2,1,1.310021162033081
1929,8,22,209,1,1,2.2802486419677734
1930,18,18,2,14,0,0.5513179302215576
1931,4,30,77,16,1,1.2961454391479492
1932,12,36,212,4,1,2.572852373123169
1933,7,42,206,15,1,3.1798577308654785
1934,2,44,131,10,1,1.9141614437103271
1935,18,4,166,13,1,2.0438029766082764
1936,2,38,111,18,1,1.7626211643218994
1937,1,36,60,14,1,1.1584806442260742
1938,10,20,162,15,1,2.0381882190704346
1939,3,38,147,14,1,2.0127334594726562
1940,3,41,56,7,1,1.1063745021820068
1941,15,6,48,2,1,0.7797656059265137
1942,14,20,20,18,1,0.8391358852386475
1943,11,46,113,14,1,1.8491814136505127
1944,9,42,206,1,1,2.4702107906341553
1945,11,44,49,14,1,1.2817020416259766
1946,13,16,6,14,1,0.6186192035675049
1947,19,11,18,7,0,0.5255110263824463
1948,17,26,88,7,1,1.4238793849945068
1949,13,30,98,20,1,1.6592180728912354
1950,2,16,56,10,1,0.8640215396881104
1951,19,40,100,8,1,1.7064428329467773
1952,4,33,213,13,1,2.531850814819336
1953,6,11,202,2,1,2.1619534492492676
1954,14,32,187,16,1,2.52655291557312
1955,13,39,155,8,1,2.174117088317871
1956,2,42,19,16,1,0.9085824489593506
1957,5,12,69,17,1,1.0783777236938477
1958,20,11,162,17,1,2.112830400466919
1959,2,35,215,11,1,2.5862514972686768
1960,5,30,212,4,1,2.477208137512207
1961,7,30,193,17,1,2.4566221237182617
1962,15,24,88,8,1,1.498244047164917
1963,15,9,215,10,1,2.4137182235717773
1964,10,32,189,7,1,2.348841905593872
1965,7,6,149,15,1,1.796452283859253
1966,7,42,40,13,1,1.1098060607910156
1967,8,36,52,13,1,1.154390811920166
1968,6,25,208,18,1,2.485999345779419
1969,7,24,135,10,1,1.7584195137023926
1970,1,15,71,16,1,1.0790510177612305
