,n1,n2,n3,n4,block_type,nf,time
1215,7,21,58,13,1,3,0.05484588940938314
1216,4,1,82,6,1,27,0.3086233933766683
1217,10,10,13,11,0,10,0.05166753133138021
1218,3,27,28,4,1,149,3.329923391342163
1219,5,11,1,13,1,136,1.6748816172281902
1220,8,25,115,9,1,99,4.875102281570435
1221,4,23,130,12,1,136,7.341734806696574
1222,6,27,7,2,1,15,0.21300776799519858
1223,11,19,1,12,1,34,0.2738899389902751
1224,13,7,13,8,0,58,0.44050391515096027
1225,8,17,88,13,1,99,3.4364649454752603
1226,12,21,34,11,1,2,0.03563459714253744
1227,13,11,52,8,1,88,1.8000354766845703
1228,11,9,136,1,1,15,0.26994673411051434
1229,2,15,11,5,0,6,0.029480139414469402
1230,1,13,25,2,0,10,0.046093384424845375
1231,3,3,13,1,1,58,0.2608336607615153
1232,11,19,52,1,1,136,3.7241759300231934
1233,12,7,7,7,0,15,0.06632932027180989
1234,8,5,109,13,1,111,4.5193978150685625
1235,12,13,115,3,1,6,0.13500372568766275
1236,7,21,40,12,1,191,7.437167406082153
1237,13,12,21,7,0,68,0.7345863978068033
